-44010.8193071,22754.3090606,3.76873860557,154,154,149
-44045.4518328,22760.067954,3.81919239066,161,157,155
-44039.7124381,22787.1411025,3.78653106943,160,151,140
-44063.7105839,22763.8947613,4.92212418051,170,159,144
-44073.7800059,22767.7004443,3.99859873833,23,17,11
-44042.9369136,22758.1716091,3.76684243473,148,148,146
-44024.756154,22724.1072909,3.88115304901,12,15,37
-44025.9461847,22751.1983103,3.52108867251,146,142,137
-44049.8127283,22778.9777717,3.8347806823,178,175,168
-44047.3530526,22755.6631933,4.45291797371,161,152,144
-44030.9224083,22775.7792895,3.68735891317,158,151,138
-44025.8698237,22780.805877,3.62044465483,156,147,137
-44085.73602,22772.7708994,4.18824728833,0,0,0
-44015.2094458,22761.8798108,3.5892036792,155,147,133
-44049.7981069,22784.647305,4.07775615153,177,171,163
-44058.0426789,22763.2501936,5.58242225847,161,150,138
-44067.4918982,22763.2745601,3.99484899725,0,0,0
-44010.908665,22719.661907,3.57498772512,139,125,92
-44023.9978512,22773.8715726,3.67372523166,129,123,109
-44042.2501034,22780.2181715,3.83245782463,180,179,174
-44046.0866562,22758.1797329,3.83027033139,157,149,141
-44033.5445586,22736.0990539,3.94952027343,33,34,50
-44055.4806393,22779.6223424,3.9041404356,169,169,166
-44051.0498827,22787.800295,4.32579779433,185,184,181
-44067.4529048,22778.3933156,3.89067643693,153,153,153
-44093.9188496,22775.3118132,4.03920019482,0,0,0
-44010.833932,22748.6395279,3.99823750636,150,152,148
-44064.3389085,22764.5263344,5.00902778442,139,132,121
-44027.158965,22769.4700584,3.59781035692,117,120,122
-44040.3407606,22787.7726755,3.777020036,170,160,148
-44014.5746252,22763.7680306,3.77567449969,155,147,133
-44014.6184966,22746.7594314,4.1841377892,153,153,150
-44045.47133,22752.508575,3.93746936056,70,67,74
-44017.1447847,22744.2461353,3.82581303032,132,129,125
-44074.3709619,22782.8208245,4.34265322165,156,154,149
-44037.8290906,22784.6164357,3.69706650137,172,168,157
-44051.7106996,22775.8329052,3.8515640132,166,165,163
-44020.8432365,22775.7532939,3.6711448099,141,135,122
-44024.7187852,22738.5961004,3.86191444925,132,130,125
-44053.6947769,22739.3007862,3.78382330108,0,0,0
-44050.4361796,22781.4991891,4.06893106435,79,92,109
-44018.3608105,22761.2579868,3.51818728664,155,151,146
-44039.2027184,22740.5233128,3.86145591736,91,87,77
-44027.1378442,22777.6593855,3.6652670668,150,143,131
-44013.8894347,22785.1846448,3.56321202411,142,136,124
-44058.6173811,22784.6700509,4.3012086132,181,180,176
-44050.4589248,22772.6799149,3.8555096476,156,157,159
-44074.387209,22776.5213432,3.87558364357,157,147,126
-44011.4638802,22748.6411527,4.00966860042,151,153,149
-44054.2922284,22751.9013735,3.89633048415,17,16,20
-44039.1588501,22757.5319132,3.70004371656,150,147,145
-44028.4757278,22747.4251222,3.72605428645,139,138,137
-44038.4866605,22773.9089412,3.76639444555,163,163,159
-44072.5233568,22766.4372982,3.97472202278,0,0,0
-44095.8021948,22777.83648,3.975641824,0,0,0
-44055.5196395,22764.5035921,6.47517144189,159,150,142
-44044.7812706,22775.8150334,4.06366120727,177,176,171
-44050.5401605,22741.1825065,3.78255864108,0,0,0
-44010.8729237,22733.5207703,3.86263657327,127,125,121
-44039.1019857,22779.5800997,3.83042192838,179,177,168
-44015.3459247,22708.9641646,3.853623829,38,30,15
-44013.3472241,22751.1658173,3.84267609169,157,158,152
-44034.0429037,22787.1264802,3.66603537261,164,157,145
-44040.397626,22765.724489,3.82288379142,155,156,155
-44022.7265822,22778.2779606,3.64292524508,139,135,124
-44019.7084452,22727.2440355,3.88642891165,130,111,88
-44023.9653564,22786.4705364,3.62769186146,145,137,124
-44071.8771643,22772.7351554,3.95493928069,151,142,133
-44040.4398679,22749.3458356,3.67402772014,126,112,94
-44026.6524973,22721.5923725,3.9577914602,0,0,0
-44027.8928968,22729.1550009,3.90851204408,123,102,78
-44061.8516078,22751.9208705,4.00109840988,0,0,0
-44024.1229564,22725.3655648,3.89847980729,23,24,19
-44046.684111,22770.7803215,3.80740827746,153,153,154
-44091.9981372,22787.2759544,3.62277623981,167,171,169
-44030.9126598,22779.5589784,3.66453516086,87,83,78
-44039.8099206,22749.3442108,3.66973813143,115,97,77
-44036.6926742,22736.7371266,3.94218703012,131,127,115
-44075.6357267,22780.9342298,3.8643703691,158,154,154
-44059.9308966,22763.8850134,5.03984150202,163,145,112
-44022.0982591,22777.6463878,3.69396950741,139,135,123
-44022.1015087,22776.3864915,3.70822277252,133,127,113
